STRUCTURE,STRUCTURE_ID,ACTION,FREQ:Frequency,REF_AREA:Reference area,UNIT_MEASURE:Unit of measure,TIME_PERIOD:Time period or range,OBS_VALUE:Observation Value,UNIT_MULT:Unit Multiplier,TIME_FORMAT:Time Format,BREAKS:Breaks,COVERAGE:Coverage,DECIMALS:Decimals,TITLE_TS:Title (tseries level),OBS_CONF:Observation confidentiality,OBS_PRE_BREAK:Pre-Break Observation,OBS_STATUS:Observation Status
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1951,6.883761,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1952,7.381928,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1953,7.427216,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1954,7.478164,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1955,7.678384,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1956,8.066849,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1957,8.405723,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1958,8.783168,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1959,8.846534,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1960,9.218469,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1961,9.411324,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1962,9.852135,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1963,10.144173,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1964,10.485802,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1965,11.01202,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1966,11.717319,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1967,12.221497,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1968,12.458433,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1969,12.791797,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1970,13.69546,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1971,14.709326,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1972,15.585439,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1973,16.632366,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1974,18.282654,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1975,20.070695,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1976,22.128733,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1977,24.660644,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1978,27.123678,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1979,29.077024,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1980,33.059204,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1981,37.060669,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1982,40.243879,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1983,43.814727,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1984,47.33929,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,SE: Sweden,"628: Index, 2010 = 100",1985,50.829414,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1952,11.679851,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1953,-1.041667,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1954,-0.294737,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1955,1.097973,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1956,2.005013,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1957,2.866503,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1958,15.047771,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1959,5.709343,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1960,4.124386,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1961,2.514932,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1962,5.121128,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1963,6.038506,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1964,3.246217,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1965,2.63789,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1966,2.622015,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1967,2.807994,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1968,4.552165,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1969,6.001412,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1970,5.728242,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1971,5.564889,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1972,6.047344,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1973,7.390733,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1974,13.659389,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1975,11.710466,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1976,9.602421,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1977,9.526798,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1978,9.236764,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1979,10.62736,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1980,13.53248,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1981,13.3144,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1982,11.978476,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1983,9.459548,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1984,7.673803,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,FR: France,"771: Year-on-year changes, in per cent",1985,5.831099,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1662,3.669719,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1663,-1.769941,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1664,-5.405367,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1665,0,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1666,-3.809518,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1667,-4.950505,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1668,0,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1669,-4.16666,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1670,1.086896,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1671,-1.07521,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1672,-3.260923,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1673,-1.123534,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1674,6.81813,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1675,7.446857,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1676,-4.950505,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1677,-7.291712,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1678,1.123615,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1679,5.555569,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1680,-2.105298,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1681,-3.225784,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1682,0,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1683,-2.22218,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1684,1.1363,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1685,2.247229,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1686,1.098919,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1687,-11.956562,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1688,0,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1689,-1.234589,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1690,2.500043,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1691,1.219533,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1692,-1.204839,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1693,4.878042,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1694,10.465124,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1695,0,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1696,4.400354,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1697,0.826449,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1698,4.91805,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1699,3.124942,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1700,-12.878773,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1701,-13.043452,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1702,-1.000004,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1703,-5.050523,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1704,4.255335,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1705,-9.183706,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1706,13.483199,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1707,-12.871332,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1708,4.545473,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1709,16.304315,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1710,14.018749,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1711,10.655704,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1712,-25.185153,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1713,-3.96041,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1714,6.185589,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1715,0.970877,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1716,-4.807709,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1717,-4.040418,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1718,-2.105271,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1719,4.301092,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1720,5.154658,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1721,-1.960791,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1722,-8.000028,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1723,-3.260882,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1724,5.618,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1725,3.191501,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1726,5.154658,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1727,-5.882373,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1728,3.125011,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1729,5.050523,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1730,-8.653875,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1731,-7.368448,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,A: Annual,GB: United Kingdom,"771: Year-on-year changes, in per cent",1732,1.136368,0: Units,,,,,,F: Free,,A: Normal value
